Fecha,Hora,Persona,Mensaje
"9/1/21,",22:49:56,Lara U-tad,xd
"9/1/21,",22:50:08,Maria U-tad,Casielles estaría orgulloso
"9/1/21,",22:53:57,Lara U-tad,Es para enseñárselo jajajajaja
"9/1/21,",22:54:15,Jorge U-tad,Yo se lo mandaría
"9/1/21,",22:54:20,Jorge U-tad,Se reíria seguro
"9/1/21,",22:54:49,Ting Chen U-tad,Q edge más perfecto
"9/1/21,",23:10:12,Sil🐨,Dios
"9/1/21,",23:10:16,Sil🐨,Enorme Lara
"9/1/21,",23:10:18,Sil🐨,Jajajajaja
"10/1/21,",0:06:12,Lara U-tad,Tremenda polla
"11/1/21,",19:45:56,Maria U-tad,Chochiiis Silvia y yo vamos a hacer llamadas de discord para prácticar inglés
"11/1/21,",19:46:20,Maria U-tad,"Por si alguien se anima, en principio nos vamos a poner los miércoles a eso de las 16"
"11/1/21,",19:49:25,Sil🐨,Animaros
"11/1/21,",19:49:40,Sil🐨,Que así es más diver
"11/1/21,",19:49:57,Ting Chen U-tad,Yo tengo prácticas 🙂
"11/1/21,",19:49:58,Jorge U-tad,Sorry no inglis only chinise
"11/1/21,",19:50:09,Ting Chen U-tad,Wtf
"11/1/21,",19:50:13,Sil🐨,JAJAJAJAJA
"11/1/21,",19:50:15,Jorge U-tad,Yo me apunto
"11/1/21,",19:50:18,Jorge U-tad,Jsjaja
"11/1/21,",19:50:23,Sil🐨,bien
"11/1/21,",19:50:39,Ting Chen U-tad,Yo quiero tb 😭😭
"11/1/21,",19:50:52,Jorge U-tad,Sabéis que podríamos hacer?
"11/1/21,",19:51:07,Sil🐨,El que
"11/1/21,",19:51:25,Jorge U-tad,"Hace tiempo en Twitter se puso de moda hacer exposiciones de algo que te gustase, por ejemplo yo la haría de Chrissy Costanza"
"11/1/21,",19:51:30,Jorge U-tad,Pues hacer cada uno una
"11/1/21,",19:51:57,Sil🐨,Bueno que nivel
"11/1/21,",19:52:01,Sil🐨,Jajajajaja
"11/1/21,",19:52:10,Maria U-tad,Jajajajajaja
"11/1/21,",19:52:23,Sil🐨,Ting tú cuando podrías
"11/1/21,",19:52:28,Maria U-tad,Me gusta la idea pero igual podemos hacer un par de llamadas para probar
"11/1/21,",19:52:29,Sil🐨,@34630018790
"11/1/21,",19:52:34,Maria U-tad,Que suele ser incómodo al principio
"11/1/21,",19:52:40,Sil🐨,Sii mejor
"11/1/21,",19:52:43,Maria U-tad,Y difícil de empezar a hablar
"11/1/21,",19:52:43,Ting Chen U-tad,Yo salgo a las 7
"11/1/21,",19:52:48,Ting Chen U-tad,Menos el viernes
"11/1/21,",19:52:54,Sil🐨,Omg
"11/1/21,",19:53:02,Ting Chen U-tad,Q el viernes por la tarde tengo libre
"11/1/21,",19:53:05,Maria U-tad,Podemos hacer una co Ting en fin de semana
"11/1/21,",19:53:07,Maria U-tad,*con
"11/1/21,",19:53:18,Sil🐨,O los viernes a las 4
"11/1/21,",19:53:24,Sil🐨,O el finde
"11/1/21,",19:53:30,Maria U-tad,Ah es verdad que menos el viernes está libre
"11/1/21,",19:53:37,Maria U-tad,Yo prefiero viernes
"11/1/21,",19:53:41,Maria U-tad,Que los findes suelo salir y hacer cosillas
"11/1/21,",19:53:48,Sil🐨,Yo también
"11/1/21,",19:53:48,Ting Chen U-tad,☺️☺️☺️☺️
"11/1/21,",19:54:49,Maria U-tad,Cada semana elegimos un tema
"11/1/21,",19:54:56,Maria U-tad,Yo he propuesto a Silvia esta semana hablar de Soul
"11/1/21,",19:55:01,Maria U-tad,Como la hemos visto todos
"11/1/21,",19:55:14,Maria U-tad,"De qué nos ha gustado, conclusiones, la historia"
"11/1/21,",19:55:23,Maria U-tad,"Y cositas de 3D y demás, ya que estamos"
"11/1/21,",19:55:31,Jorge U-tad,Go
"11/1/21,",19:55:38,Sil🐨,Así nos saltamos
"11/1/21,",19:55:41,Sil🐨,Wii
"11/1/21,",19:55:41,Jorge U-tad,El día me es indiferente
"11/1/21,",19:55:46,Maria U-tad,Okis
"11/1/21,",19:56:17,Maria U-tad,Ah y el plan es hablar todo el rato en inglés pero si a alguien no le sale una palabra
"11/1/21,",19:56:22,Maria U-tad,Que no pasa nada por preguntar
"11/1/21,",19:56:37,Maria U-tad,O buscarla o si le salta el español de repente jajajajaja
"11/1/21,",19:56:49,Jorge U-tad,Yo prometo hablar todo el rato en inglés
"11/1/21,",19:56:53,Jorge U-tad,Menos los números
"11/1/21,",19:57:06,Jorge U-tad,Me sale del corazón decirlos en español no se
"11/1/21,",19:57:15,Ting Chen U-tad,Vais a flipar con mi acento
"11/1/21,",19:57:28,Ting Chen U-tad,😂😂😂😂😂
"11/1/21,",19:58:08,Jorge U-tad,Acabo de recordar a Roberto juzgando me mientras me ponía el disfraz de charmander xD
"11/1/21,",19:58:33,Sil🐨,Que asco de explosión
"11/1/21,",19:58:37,Sil🐨,JAJAJAJAJA
"11/1/21,",19:59:09,Sil🐨,Me too pero preguntaré palabras seguramente
"11/1/21,",19:59:13,Maria U-tad,Jajajajajaja
"11/1/21,",19:59:19,Sil🐨,Y puede que me quede en blanco
"11/1/21,",19:59:20,Maria U-tad,Inolvidable
"11/1/21,",19:59:34,Maria U-tad,No pasa nada 👌🏻
"11/1/21,",19:59:54,Maria U-tad,Yo me trabo a veces pk quiero decir dos cosas a la vez y en vez de elegir una
"11/1/21,",19:59:58,Maria U-tad,Digo una mezcla de las dos
"11/1/21,",20:00:13,Maria U-tad,"Y me pasa en ambos idiomas pk para qué ser bueno en 1, cuando puedes ser igual de inútil en 2"
"11/1/21,",20:00:48,Sil🐨,JAJAJAJAJA
"11/1/21,",20:00:53,Sil🐨,porque no
"11/1/21,",20:01:18,Ting Chen U-tad,😂😂😂😂😂
"11/1/21,",20:01:19,Maria U-tad,"Buah es que me imagino a Ting en su cabeza, saltando de español a chino a inglés"
"11/1/21,",20:01:27,Maria U-tad,El caos
"11/1/21,",20:01:33,Ting Chen U-tad,Sii
"11/1/21,",20:01:42,Ting Chen U-tad,A lo mejor salgo alguna palabra china
"11/1/21,",20:04:15,Sil🐨,No pasa nada
"11/1/21,",20:04:23,Sil🐨,Del caos salen cosas bonitas
"11/1/21,",20:06:46,Jorge U-tad,Que se lo digan a todos los memes que han salido con lo de EEUU
"11/1/21,",20:13:50,Sil🐨,JAJAJAJAJA
"11/1/21,",20:14:03,Sil🐨,puto trump
"11/1/21,",20:18:20,Ting Chen U-tad,Lo q han liado
"11/1/21,",20:20:03,Jorge U-tad,2022 ese es el bueno
"11/1/21,",20:23:28,Sil🐨,O pa el 2025
"11/1/21,",20:23:36,Maria U-tad,No puedo esperar a ver qué acontecimiento nos espera cada mes
"11/1/21,",20:23:56,Sil🐨,yo quiero zombis
"11/1/21,",20:24:01,Sil🐨,Por favor
"11/1/21,",20:24:03,Maria U-tad,No sumes mucho que se nos derriten los polos y nos vamos al hoyo
"11/1/21,",20:24:16,Sil🐨,Justo
"11/1/21,",20:24:24,Sil🐨,JAJAJAJAJA
"11/1/21,",20:24:27,Jorge U-tad,Así tenemos playa en Madrid yo veo una victoria clarísima
"11/1/21,",20:24:41,Sil🐨,JAJAJAJAJA
"11/1/21,",20:24:47,Sil🐨,esa idea me gusta
"11/1/21,",20:25:16,Jorge U-tad,El mes que viene me la juego a (iba a poner tal bastada que no me apetece la entrada de los swats en mi casa la verdad)
"11/1/21,",20:25:27,Jorge U-tad,Así que os la imagináis xD
"11/1/21,",20:25:34,Sil🐨,JAJAJAJAJA
"11/1/21,",20:25:48,Sil🐨,seguro que tiene que ver con niños pequeños
"11/1/21,",20:25:54,Jorge U-tad,No jajaja
"11/1/21,",20:25:56,Maria U-tad,"Mira, el otro día vi un meme de eeuu que parece que se acaban de enterar de la movida con Nacho Vidal de 2020"
"11/1/21,",20:26:03,Jorge U-tad,En marzo cae el Vaticano
"11/1/21,",20:26:12,Jorge U-tad,El abril reconquista nos Portugal
"11/1/21,",20:26:21,Jorge U-tad,Mayo guerra contra Francia
"11/1/21,",20:26:28,Sil🐨,Que ha pasado?
"11/1/21,",20:26:40,Jorge U-tad,Que mato a un men chupando sapos
"11/1/21,",20:26:49,Sil🐨,Estas?
"11/1/21,",20:28:25,Maria U-tad,Haciendo un ritual
"11/1/21,",20:28:34,Maria U-tad,Si buscas la noticia es muy surrealista
"11/1/21,",20:30:16,Ting Chen U-tad,Q pasa a este mundo
"11/1/21,",20:34:35,Jorge U-tad,Me estoy viendo Naruto y me hace mucha gracia que el jefe diga yo me haré cargo de Naruto 5 años después deja que todo el mundo le haga bullying
"11/1/21,",20:37:14,Ting Chen U-tad,Yo no vi naruto
"11/1/21,",20:37:55,Jorge U-tad,Yo lo vi hasta la mitad y ahora lo estoy terminando
"11/1/21,",20:38:27,Ting Chen U-tad,Dios
"11/1/21,",20:38:33,Ting Chen U-tad,Tienes mi respeto
"11/1/21,",20:38:35,Maria U-tad,Jajajajajaja
"11/1/21,",20:38:55,Maria U-tad,"Yo lo empecé, perdí el interés y no lo volví a tocar"
"11/1/21,",20:39:10,Maria U-tad,Me quedé en una parte un poco traumática
"11/1/21,",20:39:24,Maria U-tad,No digo cuál por si acaso
"11/1/21,",20:39:29,Jorge U-tad,Me la vi en verano
"11/1/21,",20:39:37,Jorge U-tad,Empecé a tener ganas de putisimo morirme
"11/1/21,",20:39:42,Jorge U-tad,La dejé y he vuelto
"11/1/21,",20:40:13,Ting Chen U-tad,Bua
"11/1/21,",20:41:34,Lara U-tad,Yo me uniré a algunas y a otras no ( a lo del inglés)
"11/1/21,",20:41:58,Lara U-tad,Propongo un tema que sea porque cojones los de la irás nos siguen enviando correos hablando de las clases de este curso
"11/1/21,",20:42:10,Lara U-tad,Utad*
"11/1/21,",20:42:49,Ting Chen U-tad,😂😂😂😂
"11/1/21,",20:44:02,Ting Chen U-tad,O Cada uno presente un profe
"11/1/21,",20:44:09,Ting Chen U-tad,De UTAD
"11/1/21,",20:44:14,Ting Chen U-tad,Bummm
"11/1/21,",20:44:33,Maria U-tad,Meh jajajajaja
"11/1/21,",20:44:53,Maria U-tad,Podemos hablar de las experiencias de prácticas que hemos tenido
"11/1/21,",20:45:19,Maria U-tad,Que beef de profes hemos echado mazo en 2 años
"11/1/21,",20:45:23,Maria U-tad,Ahora toca beef de prácticas
"11/1/21,",20:52:51,Ting Chen U-tad,Bua yo lo echaría cuando termino
"11/1/21,",20:53:23,Jorge U-tad,Aquí hay un problema y es que el mayor tira beef soy yo
"11/1/21,",20:53:31,Jorge U-tad,Y he salido bastante contento de mis prácticas
"11/1/21,",20:53:39,Jorge U-tad,Sobretodo porque iba a mi puta bola jajajaj
"11/1/21,",20:54:15,Maria U-tad,Jajajajajaja
"11/1/21,",20:54:21,Maria U-tad,Nah pero de qué hemos hecho y eso
"11/1/21,",20:54:25,Maria U-tad,Se puede hablar
"11/1/21,",20:54:37,Maria U-tad,"Qué compañeros hemos tenido, los jefes y eso qué tal"
"11/1/21,",20:55:04,Jorge U-tad,Nais
"11/1/21,",20:55:13,Ting Chen U-tad,Caca
"11/1/21,",20:55:20,Ting Chen U-tad,He hecho caca
"11/1/21,",20:55:35,Maria U-tad,Pues nos dices caca en inglés xD
"11/1/21,",20:55:37,Maria U-tad,Yo qué sé jajajajaja
"11/1/21,",20:55:46,Ting Chen U-tad,😂😂😂😂😂😂
"11/1/21,",20:55:46,Maria U-tad,Es por saber qué tal
"11/1/21,",20:55:52,Maria U-tad,Que me intereso por vuestras vidas
"11/1/21,",20:55:53,Maria U-tad,Perras
"11/1/21,",20:55:57,Ting Chen U-tad,Me parece bien entonces
"11/1/21,",20:56:06,Ting Chen U-tad,Uy uy uy
"11/1/21,",20:56:18,Ting Chen U-tad,Me ha sonado a Lara
"11/1/21,",20:56:21,Ting Chen U-tad,😂😂😂😂😂😂
"11/1/21,",20:57:23,Maria U-tad,😂😂😂😂
"11/1/21,",20:57:34,Maria U-tad,Silvia esta cansada de escucharme decir perra y zorra
"11/1/21,",20:57:40,Maria U-tad,Pk así es el amor de chocha
"11/1/21,",20:57:44,Maria U-tad,Y Jorge también
"11/1/21,",20:58:07,Maria U-tad,Aunque ella más pk curramos en la misma empresa xD
"11/1/21,",20:58:27,Jorge U-tad,"Nah, sé qué lo haces con cariño jajaja"
"12/1/21,",19:53:28,Lara U-tad,Oye churros una pregunta
"12/1/21,",19:53:42,Lara U-tad,Yo la semana pasada no vi attack on titan
"12/1/21,",19:53:54,Lara U-tad,"Y hoy es martes, por lo que tendría dos capítulos para ver"
"12/1/21,",19:54:03,Lara U-tad,Como puede ser que solo tenga uno nuevo
"12/1/21,",19:54:08,Lara U-tad,😡😡😡😡🤬
"12/1/21,",20:01:41,Jorge U-tad,Por el año nuevo
"12/1/21,",20:01:48,Jorge U-tad,Putos animadores que se toman vacaciones
"12/1/21,",20:02:41,Lara U-tad,Me cago en la puta
"12/1/21,",20:02:49,Lara U-tad,Yo mazo ilusionada diciendo buah tengo dos capitulos
"12/1/21,",20:04:06,Jorge U-tad,Pero como se va a puto liar
"12/1/21,",20:04:32,Jorge U-tad,Por cierto miraros horimiya salió el sábado creo y es la polla
"12/1/21,",20:32:15,Ting Chen U-tad,Q guapo el prota no
"12/1/21,",20:32:18,Ting Chen U-tad,😂😂😂😂
"12/1/21,",20:32:56,Jorge U-tad,Es husbando la verdad
"12/1/21,",20:33:13,Jorge U-tad,Yo es que me he leído el manga y se cómo va todo y aún así me la estoy viendo
"12/1/21,",20:46:32,Ting Chen U-tad,Pues me lo voy a ver
"12/1/21,",20:51:51,Sil🐨,De que?
"12/1/21,",20:52:12,Jorge U-tad,Let's go
"12/1/21,",20:52:39,Jorge U-tad,De que va dices? Romance escolar pero las cosas avanzan de verdad
"12/1/21,",20:52:55,Sil🐨,De las que me gustan
"12/1/21,",20:53:10,Jorge U-tad,Venga Silvia
"12/1/21,",20:53:17,Jorge U-tad,Dale si lo estás deseando
"12/1/21,",20:53:28,Sil🐨,Venga
"12/1/21,",20:53:30,Sil🐨,Jajajajaja
"12/1/21,",20:53:37,Ting Chen U-tad,Tomaaa
"12/1/21,",21:41:00,Lara U-tad,Jorge de todas formas no sé qué series de amor ves tú porque de las recomendaciones de rik tok la mayoría se dan de besos que te cagas jajajaja
"12/1/21,",21:41:16,Lara U-tad,En una que vi de vampiros polis hasta casi follan
"12/1/21,",21:41:18,Lara U-tad,Jajajajajajaja
"12/1/21,",21:41:30,Jorge U-tad,Esa sé cuál es y la dejé
"12/1/21,",21:41:34,Jorge U-tad,Jajaja
"12/1/21,",21:41:35,Lara U-tad,Tengo como una carpeta de fotos con todos las fotos y los nombres xd
"12/1/21,",21:42:00,Jorge U-tad,"Pues ni idea, en plan a mí me molan más de amor de instituto y eso"
"12/1/21,",21:42:03,Lara U-tad,Pero me la apunto
"12/1/21,",21:42:12,Lara U-tad,Te van a molar
"12/1/21,",21:42:24,Lara U-tad,Luego te digo algunas a ver si hay alguna que no hayas visto
"12/1/21,",21:42:32,Jorge U-tad,Okey
"13/1/21,",13:20:15,Sil🐨,ahhhh
"13/1/21,",13:20:25,Sil🐨,porque solo hay un capitulo!!!
"13/1/21,",13:20:29,Sil🐨,necesito mas
"13/1/21,",13:21:00,Jorge U-tad,Jajajaja
"13/1/21,",13:21:13,Sil🐨,cada cuanto suben?
"13/1/21,",13:21:19,Jorge U-tad,Sábados creo
"13/1/21,",13:21:25,Jorge U-tad,Va a tener 13
"13/1/21,",13:21:38,Sil🐨,me encanta el prota
"13/1/21,",13:21:48,Sil🐨,❤️
"13/1/21,",13:22:33,Jorge U-tad,A mí los 2
"13/1/21,",13:22:44,Jorge U-tad,Para que engañarnos
"13/1/21,",13:23:03,Sil🐨,todavia voy por la mitad del cap
"13/1/21,",13:23:24,Sil🐨,y de momento solo el chico
"13/1/21,",13:23:32,Sil🐨,la chica me parece tipo
"13/1/21,",13:23:50,Jorge U-tad,Yo estoy esperando mi momento fav del manga que es cuando empiezan a salir
"13/1/21,",13:25:19,Sil🐨,ohh
"13/1/21,",13:25:24,Sil🐨,en el 10
"13/1/21,",13:25:27,Sil🐨,cap
"13/1/21,",13:25:34,Jorge U-tad,En el siguiente
"13/1/21,",13:25:40,Jorge U-tad,O como mucho el 3
"13/1/21,",13:25:48,Sil🐨,enserio?
"13/1/21,",13:25:51,Sil🐨,tan pronto
"13/1/21,",13:26:04,Sil🐨,no se tiran media serie conociendose
"13/1/21,",13:26:08,Jorge U-tad,Es una gilipollez pero me encanta esa parte
"13/1/21,",13:26:21,Jorge U-tad,"No no, aquí avanzan"
"13/1/21,",13:27:03,Sil🐨,que tiene tatus
"13/1/21,",13:27:11,Sil🐨,ya me ha comprado
"13/1/21,",13:30:20,Sil🐨,asi me gusta que avancen
"13/1/21,",13:30:34,Sil🐨,que luego te comes toda la serie y no se cogen ni de la mano
"13/1/21,",13:32:22,Sil🐨,perdon
"13/1/21,",13:32:32,Sil🐨,😖
"15/1/21,",15:18:31,Sil🐨,Cuando queráis nos ponemos?
"15/1/21,",15:23:57,Maria U-tad,Yo voy a sacar a mi perro ahora
"15/1/21,",15:24:18,Maria U-tad,Estaré como a menos cuarto en casa
"15/1/21,",15:28:24,Sil🐨,Valee
"15/1/21,",15:44:58,Jorge U-tad,Cuando digáis
"15/1/21,",15:58:57,Maria U-tad,"Valee, yo ya estoy"
"15/1/21,",15:59:41,Jorge U-tad,Meteros al server
"15/1/21,",16:00:02,Sil🐨,Voy
"15/1/21,",16:58:19,Jorge U-tad,Que lo de esta os lo cuento en persona
"15/1/21,",16:58:30,Jorge U-tad,Que es mucho y bastante XD todo
"15/1/21,",16:58:41,Jorge U-tad,Y me apetece ver la reacción
"15/1/21,",16:59:01,Ting Chen U-tad,Pues cuando nos vacunamos todas
"15/1/21,",16:59:04,Ting Chen U-tad,😂😂😂😂😂
"15/1/21,",16:59:17,Jorge U-tad,Si XD
"15/1/21,",17:00:21,Maria U-tad,Me parece correcto jajajaja
"15/1/21,",17:00:42,Maria U-tad,"Aunque sea dentro de un tiempo pero bueno, no pasa ma"
"15/1/21,",17:00:44,Maria U-tad,*nah
"15/1/21,",17:22:43,Ting Chen U-tad,Yo antes de morir quiero enterarme
"15/1/21,",17:39:43,Sil🐨,JAJAJAJAJA
"15/1/21,",17:39:56,Sil🐨,Y sii te mueres mañana
"15/1/21,",17:40:05,Sil🐨,Nunca lo sabras
"15/1/21,",17:41:16,Jorge U-tad,Pues intenta no morir jajaj
"15/1/21,",17:43:02,Sil🐨,Vaya
"15/1/21,",19:56:56,Sil🐨,JAJAJAJAJA
"15/1/21,",19:57:08,Sil🐨,me encanta  so cité
"15/1/21,",19:57:11,Sil🐨,Cute*
"15/1/21,",20:12:29,Ting Chen U-tad,Se lo robe de alguien
"15/1/21,",20:12:39,Ting Chen U-tad,😂😂😂
"15/1/21,",22:57:36,Ting Chen U-tad,Ha salido la serie de wanda y visión
"15/1/21,",23:53:19,Lara U-tad,No sé qué es eso xdd
"15/1/21,",23:54:27,Maria U-tad,"Yo me veré algún capítulo pirata, que el cómic del que han sacado la idea me gustaba"
"15/1/21,",23:54:41,Maria U-tad,Es de Marvel
"16/1/21,",0:22:55,Ting Chen U-tad,He visto trailer y 😏😏😏
"16/1/21,",0:23:02,Ting Chen U-tad,Voy a esperar q lo acaban
"16/1/21,",8:33:06,Sil🐨,Yo me quiero ver
"22/1/21,",10:48:36,Sil🐨,chicas
"22/1/21,",10:48:43,Sil🐨,chico
"22/1/21,",10:48:45,Sil🐨,jajajjaja
"22/1/21,",10:49:17,Sil🐨,esta tarde no puedo hacer reunion de ingles que tengo que acompañar a mi father a comprar una cosa
"22/1/21,",10:49:29,Sil🐨,podeis el sabado a la misma hora
"22/1/21,",10:49:30,Sil🐨,?
"22/1/21,",10:49:41,Sil🐨,o sino ya me meto en la siguiente
"22/1/21,",10:50:21,Ting Chen U-tad,A mi me da igual
"22/1/21,",10:50:30,Maria U-tad,"Por mi perfe, también me da igual"
"22/1/21,",10:50:54,Jorge U-tad,"Mañana para sorpresa de nadie, puedo"
"22/1/21,",10:51:05,Sil🐨,jajajajajaj
"22/1/21,",10:51:08,Sil🐨,valee
"22/1/21,",10:51:10,Sil🐨,genial
"22/1/21,",10:51:12,Sil🐨,grache
"22/1/21,",10:51:27,Maria U-tad,Jajajajaja
"22/1/21,",10:51:34,Maria U-tad,Guachi
"23/1/21,",15:55:54,Jorge U-tad,Le damos?
"23/1/21,",15:57:27,Maria U-tad,Yo voy a tardar que tengo que llevar a mi perro al veterinario
"23/1/21,",15:57:43,Jorge U-tad,Eso puede ir para largo
"23/1/21,",15:57:52,Jorge U-tad,Lo dejamos para mañana?
"23/1/21,",15:58:04,Maria U-tad,Por mi guay
"23/1/21,",15:58:06,Maria U-tad,Sorry
"23/1/21,",15:58:08,Maria U-tad,T_T
"23/1/21,",15:58:11,Sil🐨,Voy
"23/1/21,",15:58:13,Sil🐨,Uy
"23/1/21,",15:58:16,Sil🐨,Valee *
"23/1/21,",16:11:23,Ting Chen U-tad,Ok
"28/1/21,",8:48:21,Sil🐨,chochas
"28/1/21,",8:48:37,Sil🐨,mañana nos reuniomos todas?
"28/1/21,",8:48:43,Sil🐨,que es el cumple de maria
"28/1/21,",8:48:50,Sil🐨,aunq sea un rato
"28/1/21,",8:49:01,Sil🐨,dejamos el ingles para el proximo viernes
"28/1/21,",8:53:52,Sil🐨,podeis todos?
"28/1/21,",9:02:24,Lara U-tad,"En principio sí, depende de cuándo"
"28/1/21,",9:02:47,Sil🐨,cuando podeis?
"28/1/21,",9:05:16,Lara U-tad,"Yo por la mañana curro, por la tarde intentaré ir antes de las 17:30 a torre, después de eso estoy libre en teoría"
"28/1/21,",9:07:02,Sil🐨,yo a las 17:30 nose sii estare todavia en casa
"28/1/21,",9:07:11,Sil🐨,complicated
"28/1/21,",9:09:47,Maria U-tad,Sino el finde cuando podáis
"28/1/21,",9:15:24,Sil🐨,valee
"28/1/21,",9:15:34,Sil🐨,a ver cuando pueden los demos
"28/1/21,",9:15:37,Sil🐨,demas*
"28/1/21,",9:15:51,Lara U-tad,A ver que he dicho a las 17:30 pero se puede cuando se quiera eh jajajajajaja
"28/1/21,",9:16:35,Lara U-tad,"Yo en principio los findes los llevo peor porque nacho no curra y es el único momento en el que puedo estar con el, pero si llega a ser domingo por la mañana si puedo"
"28/1/21,",10:36:06,Jorge U-tad,A mí me da igual
"29/1/21,",7:42:57,Sil🐨,Felicidades María!
"29/1/21,",8:56:43,Lara U-tad,Felicidadess!🎉🎊🥳
"29/1/21,",10:31:27,Jorge U-tad,Muchas felicidades!!!!🎊🎉
"29/1/21,",10:56:08,Jorge U-tad,Fruit basket en abril
"29/1/21,",10:59:01,Ting Chen U-tad,Felicidades 🎉🎊❤️❤️❤️
"29/1/21,",20:35:21,Maria U-tad,Entonces el domingo por la mañana podeis un rato discord?
"29/1/21,",20:35:31,Maria U-tad,Que me parece que es cuando dijo Laura que tenía libre o algo así
"29/1/21,",20:35:56,Ting Chen U-tad,Yo puedo
"29/1/21,",20:35:59,Ting Chen U-tad,Si
"29/1/21,",20:48:43,Lara U-tad,Jorge porque me lees la mente? Mela estoy volviendo a ver y encima hoy justo he mirado hace na mas dos horas cuando iba a salir la nueva temporada
"29/1/21,",20:49:15,Lara U-tad,"Como que Laura, eh eh"
"29/1/21,",20:49:37,Ting Chen U-tad,Relájate laura
"29/1/21,",20:50:08,Lara U-tad,😵😵😵
"29/1/21,",20:50:10,Maria U-tad,Jajajajajajaja
"29/1/21,",20:50:28,Maria U-tad,Perdón era Lorena no?
"29/1/21,",20:52:33,Jorge U-tad,Wait? No era Loreto?
"29/1/21,",20:52:41,Jorge U-tad,Jajaja no sabía que tenía poderes
"29/1/21,",20:52:53,Ting Chen U-tad,Clara?
"29/1/21,",20:53:10,Jorge U-tad,Yep
"29/1/21,",22:03:20,Lara U-tad,"Lucia chicos, Lucia"
"29/1/21,",22:04:00,Ting Chen U-tad,Vaya no hemos acertado ninguno
"31/1/21,",10:13:14,Maria U-tad,A qué hora nos ponemos?
"31/1/21,",10:13:28,Maria U-tad,Yo al menos me acabo de despertar xD
"31/1/21,",10:15:39,Sil🐨,Yo hasta las 12 y algo no estoy en casa
"31/1/21,",10:16:08,Maria U-tad,Guay
"31/1/21,",11:21:34,Lara U-tad,Yo me acabo de levantar ahora
"31/1/21,",11:31:01,Maria U-tad,"Os parece bien a las 12? Que si a Silvia no le da tiempo, o algo, me conecto por la tarde otra vez y el que quiera/pueda que se venga también"
"31/1/21,",11:31:30,Maria U-tad,Que tengo que comer temprano para hacer cosis hoy
"31/1/21,",11:32:40,Jorge U-tad,Por mi vale
"31/1/21,",11:43:00,Lara U-tad,Okey
"31/1/21,",12:05:19,Maria U-tad,Jorge y yo ya estamos ✌🏻
"31/1/21,",12:05:55,Ting Chen U-tad,Ahora voy
"31/1/21,",12:12:35,Ting Chen U-tad,Donde estáis?
"31/1/21,",12:12:43,Ting Chen U-tad,En el server ?
"31/1/21,",12:12:55,Jorge U-tad,Nos metemos en el server no?
"31/1/21,",12:12:55,Maria U-tad,Sep
"31/1/21,",12:13:10,Maria U-tad,Yo he supuesto que sí
"31/1/21,",12:13:23,Jorge U-tad,Pues hoy
"31/1/21,",12:13:32,Ting Chen U-tad,Pero si no hay nadie
"11/2/21,",14:53:06,Ting Chen U-tad,Chochas
"11/2/21,",14:53:21,Ting Chen U-tad,Alguien tiene word pirateado ?
"11/2/21,",15:00:45,Lara U-tad,Yo tengo word
"11/2/21,",15:01:18,Ting Chen U-tad,Pirata?
"11/2/21,",15:01:22,Ting Chen U-tad,😂😂😂
"11/2/21,",19:49:23,Jorge U-tad,"No, pero es fácil de piratear xD"
"11/2/21,",19:58:03,Ting Chen U-tad,Como
"11/2/21,",19:58:20,Ting Chen U-tad,🤩
"11/2/21,",19:58:38,Jorge U-tad,Ojo es complicado
"11/2/21,",19:59:07,Jorge U-tad,Paso 1: busca en Google descar Word español
"11/2/21,",19:59:24,Jorge U-tad,Paso 2: sigue el tutorial del primer video que te salga
"11/2/21,",19:59:29,Jorge U-tad,Y ya estaría
"11/2/21,",19:59:38,Jorge U-tad,Descargar*
"11/2/21,",19:59:43,Jorge U-tad,Que no se ni escribir
"11/2/21,",19:59:45,Ting Chen U-tad,En serio?
"11/2/21,",19:59:48,Ting Chen U-tad,😂😂😂😂
"11/2/21,",19:59:58,Jorge U-tad,Si no lo consigues ya dímelo y lo miro y te ayudo jajaja
"11/2/21,",20:00:06,Ting Chen U-tad,Jajajajajajja
"11/2/21,",20:00:08,Ting Chen U-tad,Vale vale
"11/2/21,",20:00:14,Ting Chen U-tad,Gracias Jorge
"11/2/21,",20:01:50,Jorge U-tad,Np
"12/2/21,",13:47:47,Lara U-tad,Chochis
"12/2/21,",13:48:34,Lara U-tad,"Una pregunta, cuando mandasteis a secretaría todos los formularios y justificantes para obtener el título os respondieron o algo?"
"12/2/21,",13:48:49,Maria U-tad,Nope
"12/2/21,",13:49:25,Jorge U-tad,Gracias por recordarme que tengo que mandarlo jajaja
"12/2/21,",13:49:58,Sil🐨,a mi sii
"12/2/21,",13:50:21,Sil🐨,o les envie uno preguntando que si falta algun papel mas
"12/2/21,",13:54:45,Ting Chen U-tad,Donde se solicita el título?
"12/2/21,",13:54:49,Ting Chen U-tad,😂😂😂😂
"12/2/21,",13:55:03,Maria U-tad,Te tienen que haber mandado un correo donde lo pone todo
"12/2/21,",13:55:21,Maria U-tad,Con un enlace donde tienes que pagar y qué papeles mandar a secretaría
"12/2/21,",13:55:29,Lara U-tad,Te lo reenvío si quieres ting
"12/2/21,",13:55:36,Ting Chen U-tad,Siii
"12/2/21,",13:55:38,Ting Chen U-tad,Porfa
