Fecha,Hora,Persona,Mensaje
"16/1/24,",12:28:20,~ Teresa,"En el momento en el que le pongas el mismo nombre, sobre escribes la URL de tableau public"
"16/1/24,",12:28:32,~ Teresa,Y así Rossella ya podrá verlo
"16/1/24,",12:28:44,~ Teresa,Al menos suena así en mi cabeza pero no sé si luego será verdad
"16/1/24,",12:28:52,Sil🐨,pero el proyecto sigue en tableau no?
"16/1/24,",12:29:02,~ Teresa,Sisi
"16/1/24,",12:29:10,Sil🐨,valee valee
"16/1/24,",12:29:23,~ Teresa,Eso no lo pierdes solo cambias la preview
"16/1/24,",12:29:45,Sil🐨,valee perfe
"16/1/24,",12:29:54,Sil🐨,que lio
"16/1/24,",12:54:28,Alana Ironhack,Mira no toques fibras sensibles
"16/1/24,",12:54:46,Alana Ironhack,Qué tal cual me regaló un Jersey y unos pantalones
"16/1/24,",12:54:50,Alana Ironhack,Que cuando los vi los quería quemar
"16/1/24,",12:55:19,~ Teresa,No jodas que acerté 😨
"16/1/24,",12:55:34,~ Teresa,Bueno mujer así tienes ropita que estrenar en la presentación del sábado!
"16/1/24,",12:55:35,Alana Ironhack,"No por feos, si no xq no es mi dyson"
"16/1/24,",12:55:46,Alana Ironhack,😡
"16/1/24,",13:26:23,Alana Ironhack,Si si se sobre escribe el archivo en tableau
"16/1/24,",15:41:13,Sil🐨,Madre mía sigo igual que ayer
"16/1/24,",15:41:27,Sil🐨,No se que mostrar y no entiendo las gráficas que hago
"16/1/24,",16:21:40,Alana Ironhack,Su si buscas ideas de ese tema en youtube ?
"16/1/24,",16:22:06,Sil🐨,buena idea
"16/1/24,",16:22:24,Sil🐨,estoy haciendo lo de dbdiagram
"16/1/24,",16:22:47,Sil🐨,esq yo creo que no entiendo como se tiene que ver al final entonces me pierdo
"16/1/24,",16:29:34,~ Teresa,Creo que se tiene que ver como tú quieras que se vea
"16/1/24,",16:30:18,~ Teresa,"Echa mano también de ejemplos de tableau public y así puedes pensar si hay algo que puedas mostrar con barras, o si puedes hacer un gráfico de líneas filtrado por años por ejemplo"
"16/1/24,",16:30:54,Sil🐨,valee voy a mirar
"16/1/24,",16:31:21,Sil🐨,esq ayer octavio me dijo que pensara que queria mostrar como por ejemplo saber que pelicula veo esta noche
"16/1/24,",16:32:15,~ Teresa,"Pues ahí por ejemplo puedes hacer un filtrado por actores y genero, y que te muestre el top 10 de películas con mejor valoración"
"16/1/24,",16:32:19,~ Teresa,Y así ya sabes que ver
"16/1/24,",20:09:16,Alana Ironhack,Como lo llevas capi pequeña
"16/1/24,",20:09:20,Alana Ironhack,Ya tienes algo ?
"16/1/24,",20:24:45,Sil🐨,Pues ahora como que lo tengo un poco más claro
"16/1/24,",20:25:42,Sil🐨,Pero ya mañana sigo que ya estoy cansada de ver colorinchis
"16/1/24,",20:38:33,Alana Ironhack,Bueno me alegro que ya lo tienes más claro
"16/1/24,",20:59:22,Alana Ironhack,Capi como dijiste que se llama la mujer esta de carreer
"16/1/24,",21:00:53,Sil🐨,Roció
"16/1/24,",21:01:06,Sil🐨,No me se el apellido
"16/1/24,",21:03:42,Alana Ironhack,Ah bueno así la busco jajaja
"16/1/24,",21:05:17,Alana Ironhack,Es esta
"16/1/24,",21:08:09,Sil🐨,Sii
"16/1/24,",21:08:26,Sil🐨,Esq la doro es vieja
"16/1/24,",21:08:32,~ Teresa,Eeesa
"16/1/24,",21:08:41,~ Teresa,Quien es vieja?
"16/1/24,",21:09:12,Alana Ironhack,Doro? Dorotea
"16/1/24,",21:14:58,Sil🐨,JAJAJAJAJA
"16/1/24,",21:15:00,Sil🐨,Perdón
"16/1/24,",21:15:10,Sil🐨,Que la foto que tiene es vieja
"16/1/24,",21:15:17,Alana Ironhack,Jajaja
"16/1/24,",21:15:34,~ Teresa,O sea que la encontraremos con cañas y arrugas
"16/1/24,",21:15:48,~ Teresa,"Perdón, mi autocorrector también funciona, canas"
"16/1/24,",21:15:51,~ Teresa,😂
"16/1/24,",21:25:08,Sil🐨,JAJAJAJAJA
"16/1/24,",21:25:11,Sil🐨,No hombre no
"16/1/24,",21:25:20,Sil🐨,pero no parece ella
"16/1/24,",21:25:52,Alana Ironhack,Jajaja
"20/1/24,",14:56:47,Alana Ironhack,Capi Tere
"20/1/24,",14:56:52,Alana Ironhack,Fueron a donde siempre
"20/1/24,",14:56:58,Alana Ironhack,Me tomo una rápido
"20/1/24,",14:57:07,~ Teresa,Seeee
"20/1/24,",14:57:12,~ Teresa,Si donde siempre
"20/1/24,",14:57:35,Alana Ironhack,Vale
"20/1/24,",14:57:38,Alana Ironhack,‎Se eliminó este mensaje.
"20/1/24,",14:57:55,Alana Ironhack,Voy por una
"20/1/24,",14:57:56,Alana Ironhack,Jajaj
"20/1/24,",15:04:48,Sil🐨,Oye sólo tenemos un mes para el proyecto 3?
"20/1/24,",15:04:53,Sil🐨,No me entere bien
"20/1/24,",15:04:58,Alana Ironhack,Si
"20/1/24,",15:05:01,Alana Ironhack,Semana 20
"20/1/24,",15:05:23,Sil🐨,Y luego los otros dos meses?
"20/1/24,",15:15:45,Alana Ironhack,Ósea el 17 de febrero entregamos
"20/1/24,",15:16:09,Alana Ironhack,Solo queda un mes después de esa fecha
"20/1/24,",15:16:16,Alana Ironhack,No sé si tú vayas a venir en abril
"20/1/24,",15:21:34,Sil🐨,Pensaba que quedaba más
"21/1/24,",21:59:00,Alana Ironhack,Capis diganme que no soy la única que no abrió el ordenador desde ayer
"21/1/24,",21:59:17,Alana Ironhack,No hice nada del curso
"21/1/24,",21:59:22,Alana Ironhack,Ni videos ni nada
"21/1/24,",23:00:40,Sil🐨,Yo tampoco 😵‍💫
"21/1/24,",23:01:00,Sil🐨,Pero me suena que no había lab
"21/1/24,",23:01:14,Sil🐨,Mañana te cuento que mañana me pongo
"22/1/24,",9:12:12,~ Teresa,Ni siquiera saqué el ordenador de la mochila
"22/1/24,",9:12:13,~ Teresa,Esta mañana diciendo pues donde lo dejé? Por qué no lo encuentro? Y es que seguía guardadico 🫠
"22/1/24,",10:51:04,Alana Ironhack,Jajaja
"22/1/24,",11:54:30,Sil🐨,Jajajajaja
"22/1/24,",11:57:09,Sil🐨,que malo octavio
"22/1/24,",11:57:21,Sil🐨,cerro la tarjeta que salia en el sabado
"22/1/24,",11:57:31,Sil🐨,asi no nos deja cotillear
"22/1/24,",11:57:41,~ Teresa,Que tarjeta?
"22/1/24,",11:57:54,Sil🐨,la tarjeta que nos dijo lo damos hoy o lo dejamos para el lunes
"22/1/24,",11:58:11,Sil🐨,debajo del proyecto habia un talk
"22/1/24,",11:58:20,~ Teresa,Aaaah ya recuerdo
"22/1/24,",11:58:29,~ Teresa,Pero ni me acuerdo cómo se llamaba la herramienta
"22/1/24,",11:58:41,Sil🐨,yo tampoco
"22/1/24,",11:58:49,Sil🐨,iba a cotillear
"22/1/24,",11:58:57,Sil🐨,y no hay nada hasta esta tarde
"22/1/24,",11:59:15,Sil🐨,osea esta como lo dejo el sabado menos eso que ibamos a dar
"22/1/24,",12:07:00,Alana Ironhack,Ahhh si
"22/1/24,",12:07:00,Alana Ironhack,Venía una de lo que los iba a comentar que le dijimos q mejor hoy jajaja
"22/1/24,",12:11:41,Alana Ironhack,No recuerdo si era qlik view
"22/1/24,",12:12:12,~ Teresa,A mí me suena algo de stream?
"22/1/24,",12:15:08,Sil🐨,yo ni me acuerdo
"22/1/24,",12:17:06,Sil🐨,chicas tengo una idea de proyecto... nose si es una fumada pero bueno
"22/1/24,",12:17:09,Sil🐨,seria un análisis de datos de comercio electrónico
"22/1/24,",12:18:03,Sil🐨,me llevo muy bien con los que llevan la tienda de animales donde voy a comprar y tienen una pequeña pagina web
"22/1/24,",12:24:00,Sil🐨,lo que nose es si tendra datos de eso...
"22/1/24,",12:24:48,~ Teresa,Tú crees que ellos podrían “cederte” sus datos?
"22/1/24,",12:25:10,~ Teresa,"O sea si son pequeñitos y no tienen a nadie, incluso se lo podrías intentar vender como proyecto"
"22/1/24,",12:25:31,~ Teresa,"En plan tú me dices que necesitas, me das la información y la base, y yo te lo trabajo"
"22/1/24,",12:26:49,Sil🐨,la movida esq no se ni siquiera si los tienen... tienen la pagina web y nose si esos datos se los quedara google
"22/1/24,",12:27:41,Sil🐨,o si me los podran ceder
"22/1/24,",12:28:30,Alana Ironhack,Pues no pierdes con preguntarles
"22/1/24,",12:29:19,Sil🐨,sera muy dificil?
"22/1/24,",12:29:25,Sil🐨,osea como proyecto
"22/1/24,",12:31:00,Sil🐨,no quiero tampoco hacer algo que me quede grande
"22/1/24,",12:33:28,Alana Ironhack,Tendrías que pensar bien en cómo hacerlo
"22/1/24,",12:33:39,Alana Ironhack,Hacer un mockup tal cual
"22/1/24,",12:33:52,Alana Ironhack,Y qué vas a usar
"22/1/24,",12:33:57,Alana Ironhack,X ejemplo yo tengo claro q no usaré Python jaja
"22/1/24,",12:38:27,Sil🐨,joer yo tableau no voy a utilizar jajajaja
"22/1/24,",12:43:42,Alana Ironhack,Jajaja
"22/1/24,",12:44:18,Sil🐨,no me a gustado nada
"22/1/24,",12:45:06,Alana Ironhack,Esq no parece muy amigable
"22/1/24,",13:20:49,Sil🐨,Será la leche una buena herramienta pero para mí no es
"22/1/24,",15:45:20,~ Teresa,Creo que me acabo de enamorar en ironhack
"22/1/24,",15:45:34,~ Teresa,"Aunque hoy llevo gafas, quizá sea un cardo"
"22/1/24,",15:47:38,Sil🐨,Uy uy
"22/1/24,",15:47:45,Sil🐨,De los nuevos?
"22/1/24,",15:48:06,Sil🐨,O es profe
"22/1/24,",15:48:20,~ Teresa,"Supongo que si, porque esa clase estuvo cerrada hasta que han vuelto a empezar los de full time"
"22/1/24,",15:50:21,Alana Ironhack,Anda
"22/1/24,",15:50:28,Alana Ironhack,Cuando lleguemos nos dices quién es
"22/1/24,",15:51:43,~ Teresa,Voy a asomarme disimuladamente a ver si efectivamente merece la pena o si debería ir a revisarme la vista de lejos 🧐
"22/1/24,",16:21:19,Alana Ironhack,https://www.instagram.com/p/C2ZwCw_siZJ/?igsh=MW1nbHJsczhzeWk4cA==
"22/1/24,",16:21:31,Alana Ironhack,Así me imagino a la capi escaladora
"22/1/24,",16:22:28,~ Teresa,Este domingo me pegue una hostia como un piano
"22/1/24,",16:22:36,~ Teresa,"Desde lo más alto, y está grabado jajajahaha"
"23/1/24,",12:09:28,Sil🐨,oye que dijo octavio que habia que verse o leerse
"23/1/24,",12:09:58,Sil🐨,esq tengo una nota mental de verse lo que dijo octavio pero no me acuerdo que era
"23/1/24,",12:10:06,Sil🐨,a vosotras os suena?
"23/1/24,",12:29:19,Sil🐨,puede ser el pdf q esta en slack?
"23/1/24,",12:36:04,Alana Ironhack,Si ?
"23/1/24,",12:37:18,Alana Ironhack,Mi yo del pasado lo ignoro
"23/1/24,",12:38:41,Sil🐨,A lo mejor es una nota del pasado
"23/1/24,",14:01:57,~ Teresa,"Yo creo que simplemente nos dijo que nos dejaba el talk con todos los vídeos, no?"
"23/1/24,",14:02:12,~ Teresa,Creo que mi yo del pasado tb lo ha ignorado 🫠
"23/1/24,",14:04:57,Sil🐨,Pues sería entonces una nota del pasado que lo dejé ahí en mente
"25/1/24,",9:12:15,~ Teresa,Capiiis nos vamos a Tenerife?
"25/1/24,",9:12:43,~ Teresa,Hoy he estado mirando viajes para después del bootcamp y creo que es una señal
"25/1/24,",9:13:16,~ Teresa,"Vuelo más hotel, cuatro días tres noches, saliendo el domingo 24 de marzo, un día después de la presentación final (creo)"
"25/1/24,",9:31:24,Alana Ironhack,‎Se eliminó este mensaje.
"25/1/24,",9:31:25,Alana Ironhack,Tenemos que celebrar eñ final de el bootcamp
"25/1/24,",9:34:09,Alana Ironhack,Solo que sería después de la carreer week
"25/1/24,",9:34:47,~ Teresa,Mierda creo que no estoy teniendo en cuenta esa semana
"25/1/24,",9:34:51,~ Teresa,😂
"25/1/24,",9:44:51,Alana Ironhack,*mejor
"25/1/24,",10:54:55,Sil🐨,JAJAJAJAJA
"25/1/24,",10:55:33,Sil🐨,Tere necesita vacas urgentes
"25/1/24,",13:17:05,Sil🐨,Habéis visto el mensaje de rocio?
"25/1/24,",13:17:30,Sil🐨,La carrer week va a ser online
"25/1/24,",13:18:15,Sil🐨,Será el 1 y el 3 de abril
"25/1/24,",13:18:34,Alana Ironhack,Siiii
"25/1/24,",13:23:32,~ Teresa,Nos podemos ir a Tenerife entonces 😎
"25/1/24,",14:45:26,~ Teresa,Capis os funciona scipy?
"25/1/24,",14:45:40,~ Teresa,Llevo 45 minutos dando vueltas tío 😫
"25/1/24,",14:46:13,Alana Ironhack,No lo he intentado hasta q llegue a casa
"25/1/24,",14:55:50,Sil🐨,a mi me sigue sin dejar tambien
"25/1/24,",14:56:03,Alana Ironhack,Me dice Natalia que lo hizo con
"25/1/24,",14:56:04,Sil🐨,y si hago una conda list aparece
"25/1/24,",14:56:12,Alana Ironhack,Casi todo lo instalé con conda install
"25/1/24,",14:56:30,Sil🐨,yo intente con conda y con pip
"25/1/24,",14:56:40,Sil🐨,y ni uno ni el otro
"25/1/24,",15:01:44,Alana Ironhack,Ashhh
"25/1/24,",15:02:20,~ Teresa,Que lo hizo con…?
"25/1/24,",15:02:25,~ Teresa,😂
"25/1/24,",15:03:04,Sil🐨,tere como has borrado scipy
"25/1/24,",15:03:24,Sil🐨,que ya no se cuantas veces me la he instalado ‎<Se editó este mensaje.>
"25/1/24,",15:07:14,~ Teresa,Algo así como conda uninstall scipy
"25/1/24,",15:07:26,~ Teresa,Asegúrate en google porque te lo estoy diciendo de memoria
"25/1/24,",15:17:26,Sil🐨,valee
"25/1/24,",15:17:58,Sil🐨,ya me dices si te funciona
"25/1/24,",15:21:41,Sil🐨,JAJAJAJA
"25/1/24,",15:22:05,Sil🐨,valee valee
"25/1/24,",15:22:09,Sil🐨,yo sigo probando
"25/1/24,",15:22:19,~ Teresa,🤞🏼
"25/1/24,",15:36:22,Sil🐨,valee python 3.10 no me funciona
"25/1/24,",15:37:15,Sil🐨,lo de rodri lo probaste?
"25/1/24,",15:38:05,~ Teresa,"Noup, ya cerré el ordenador"
"25/1/24,",15:38:40,Sil🐨,esq no entiendo bien lo que dice jajaja
"25/1/24,",16:06:23,~ Teresa,"Por lo que he leído de forma rápida es que te recomienda crear un nuevo entorno, donde meter de forma manual el requirement de txt y, luego meter por código lo que comenta?"
"25/1/24,",16:06:44,~ Teresa,Yo ya me perdí y desesperé que tenía esperanzas de avanzarlo a mediodía 😫
"25/1/24,",16:06:49,Sil🐨,pero ese fichero donde lo mete
"25/1/24,",16:07:01,~ Teresa,En la carpeta del entorno
"25/1/24,",16:07:13,Sil🐨,osea en el lab
"25/1/24,",16:07:53,~ Teresa,No se como funciona en apple en windows es rollo C://user/windows/AppsData/anaconda/env
"25/1/24,",16:08:05,~ Teresa,Es como la ruta de donde tienes el entorno
"25/1/24,",16:18:46,Sil🐨,chat gpt aleluya
"25/1/24,",16:19:10,~ Teresa,Comparte la solución por tu vida
"25/1/24,",16:22:51,Sil🐨,nose si esto funcionara a fututo
"25/1/24,",16:23:25,Sil🐨,porque lo instale directamente en desde el jupyter notebook
"25/1/24,",16:23:36,~ Teresa,"No importa, si funciona es suficiente jajajaha"
"25/1/24,",16:27:05,Sil🐨,de momento funciona
"25/1/24,",16:27:09,Sil🐨,mañana ya veremos
"25/1/24,",16:27:13,Sil🐨,luego sigo
"25/1/24,",16:32:41,Alana Ironhack,Voy saliendo en un rato lo intento
"26/1/24,",20:45:02,Alana Ironhack,Nueva Capibara
"26/1/24,",20:45:10,Alana Ironhack,Con todo y grano jajaj
"26/1/24,",20:45:56,Alana Ironhack,Tenía la cita ya desde cuando y abandoné el lab jaja
"26/1/24,",20:46:26,~ Teresa,ayyyy capiiii
"26/1/24,",20:46:29,~ Teresa,qué cortito!!
"26/1/24,",20:46:39,Alana Ironhack,Si si es muy cortito
"26/1/24,",20:46:46,~ Teresa,me gusta!! estás guapísima!!
"26/1/24,",20:47:17,~ Teresa,además es recto o me da la impresión de que es rollo cleopatra que por detrás es más corto todavía?
"26/1/24,",20:47:55,Alana Ironhack,Si un poco más
"26/1/24,",20:48:07,Alana Ironhack,A ver como logro peinarme yo así
"26/1/24,",20:48:19,Alana Ironhack,Para no parecer dora la exploradora
"26/1/24,",20:48:39,~ Teresa,jajajajajaa
"26/1/24,",20:48:52,~ Teresa,"pero ahora ya no podrás hacerte coleta, seguro que no te alcanza!"
"26/1/24,",20:48:59,~ Teresa,pero es mucho más cómdo y más fácil!
"26/1/24,",20:49:16,Sil🐨,Te sienta muy bien el corte capi!
"26/1/24,",20:50:13,Alana Ironhack,No no podré hacerme cebolla
"26/1/24,",20:50:35,Alana Ironhack,Tmb por eso lo hice para obligarme a peinarme jajaj
"26/1/24,",20:50:49,Alana Ironhack,Gracias capis
"26/1/24,",20:51:07,Alana Ironhack,No hice nada de el lab jaja
"26/1/24,",20:51:24,Sil🐨,Os iba a preguntar por el lab
"26/1/24,",20:51:54,Alana Ironhack,Yo pensé q podría hacer algo pero tenía la cita a las 6 y pasé casi 7:30
"26/1/24,",20:51:58,Alana Ironhack,Y yo 😡😡😡
"26/1/24,",20:52:32,~ Teresa,joder pues sí que tienen lista de espera en la peluquería para un viernes tonto
"26/1/24,",20:52:39,Sil🐨,Yo me quede atascada y ahí me quede
"26/1/24,",20:52:51,~ Teresa,yo estoy con el lab intentándolo y luchando frente a la posibilidad de ducharme y tumbarme en el sofá
"26/1/24,",20:52:53,Alana Ironhack,Puras mujeres haciéndose mil cosas de color
"26/1/24,",20:52:58,~ Teresa,pero también creo que estoy atascada
"26/1/24,",20:53:10,Alana Ironhack,En q ejercicio estás ?
"26/1/24,",20:53:35,~ Teresa,"en mi caso, step7, tú capi peque?"
"26/1/24,",20:54:07,~ Teresa,en verdad me dan envidia. Si no se fuera a caer el pelo inmediatamente después yo aparecería teñida de rubia platino
"26/1/24,",20:54:22,Alana Ironhack,Ayyy mañana me dices cómo hiciste el 4 creo q fue donde me quedé
"26/1/24,",20:54:32,Alana Ironhack,Siii ???
"26/1/24,",20:55:11,Sil🐨,Yo creo que también
"26/1/24,",20:55:23,Sil🐨,Pero creo que los datos anteriores están mal
"26/1/24,",20:55:23,Alana Ironhack,Ay q guay
"26/1/24,",20:55:36,Alana Ironhack,Mejor asi me ayudan jajaja
"26/1/24,",20:55:37,~ Teresa,"en verdad creo que ahí he dado más vueltas que un tonto... porque tenía un df, le hice un sort values de un cliente seleccionado, metí esa columa en otro dataframe, hice un head y obtuve una serie de pandas que luego volví a pasar a otro df"
"26/1/24,",20:56:10,Sil🐨,A mí lo de teñirme me da miedo por si me queda mal
"26/1/24,",20:56:25,~ Teresa,ahora te lo puedes probar en filtros de tiktok antes jajajaja
"26/1/24,",20:56:34,Sil🐨,JAJAJAJAJA
"26/1/24,",20:56:39,Alana Ironhack,Además tú se ve que tienes muchísimo pelo no ?
"26/1/24,",20:56:42,Sil🐨,Pero esos quedan mal
"26/1/24,",20:56:50,~ Teresa,mañana te teñimos
"26/1/24,",20:56:52,~ Teresa,no se hable más
"26/1/24,",20:57:00,Sil🐨,JAJAJAJAJA Valee
"26/1/24,",20:57:12,Alana Ironhack,De ese color lo quieres
"26/1/24,",20:57:23,Alana Ironhack,Rubio golden retriever
"26/1/24,",20:57:29,Sil🐨,JAJAJAJAJA
"26/1/24,",20:57:33,Alana Ironhack,Es muy lindo ese color
"26/1/24,",20:58:03,Sil🐨,O verde
"26/1/24,",20:58:06,Sil🐨,JAJAJAJAJA
"26/1/24,",20:58:17,Sil🐨,Verde acelga
"26/1/24,",20:58:17,Alana Ironhack,Jajaja me gusta más el golden
"26/1/24,",20:58:20,Alana Ironhack,Te pega más
"26/1/24,",20:58:36,~ Teresa,verde acelga? es que no hay filtros de tiktok suficientes inventados joder
"26/1/24,",20:58:37,~ Teresa,jajajaja
"26/1/24,",20:58:52,Sil🐨,JAJAJAJAJA tengo que ir yo a que inventen más
"26/1/24,",20:59:20,~ Teresa,te podemos hacer mechas rollo yorkshire
"26/1/24,",20:59:36,~ Teresa,oye haz un proyecto final de teñirse
"26/1/24,",20:59:52,~ Teresa,"tú le metes algo, y que devuelva de qué color teñirte JAJAJAJAJA"
"26/1/24,",21:00:09,Alana Ironhack,Jajaja
"26/1/24,",21:00:21,Alana Ironhack,Pruebas con Octavio
"26/1/24,",21:00:22,Alana Ironhack,Jajaja
"26/1/24,",21:00:37,Alana Ironhack,Si te da una opción fiable esq eres una crack
"26/1/24,",21:00:53,Sil🐨,JAJAJAJAJA
"26/1/24,",21:01:01,~ Teresa,jajajajajajajaja
"26/1/24,",21:01:11,Alana Ironhack,Jjajaja
"26/1/24,",21:01:18,Sil🐨,"Por los parámetros de la cara, piel, ojos"
"26/1/24,",21:01:29,Sil🐨,Hacemos negocio
"26/1/24,",21:02:09,~ Teresa,"Como siempre, ya lo inventaron los Simpsons"
"26/1/24,",21:02:51,Alana Ironhack,Jajaja
"26/1/24,",21:03:01,Sil🐨,Mierda
"26/1/24,",21:03:11,Sil🐨,Joder con homer
"26/1/24,",21:07:43,Alana Ironhack,Jajaja
"29/1/24,",18:33:04,Sil🐨,"alana, hoy vienes?"
"29/1/24,",18:33:18,Alana Ironhack,Su
"29/1/24,",18:33:25,Alana Ironhack,Estoy llegando
"29/1/24,",18:33:36,Sil🐨,valee :)
"30/1/24,",16:25:23,Sil🐨,Que eso que han mandado
"30/1/24,",16:25:25,Sil🐨,?
"30/1/24,",17:58:11,~ Teresa,Un evento de data y cervezas
"30/1/24,",17:58:34,~ Teresa,Que se enteró o le llegó y nos comentó que lo iba a pasar por si queríamos y teníamos tiempo de ir
"30/1/24,",18:03:35,Alana Ironhack,Jajajaj
"30/1/24,",18:03:38,Alana Ironhack,Así tú
"31/1/24,",17:36:28,Alana Ironhack,Las ganas que tenía que se cancelara la clase
"31/1/24,",17:37:22,Alana Ironhack,De vdd estoy con 0 ganas de ir
"31/1/24,",17:37:35,~ Teresa,"Me encontré a Octavio y encima me dijo que había suspendido la certificación de hoy, que nos preparásemos para sufrir"
"31/1/24,",17:37:37,~ Teresa,😂
"31/1/24,",18:28:10,Alana Ironhack,Me estaba ganando la pereza
"31/1/24,",18:28:17,Alana Ironhack,Estoy aparcando
"31/1/24,",18:29:42,~ Teresa,"Yo no me había enterado de los mensajes de slack, pensé que lo decías solo porque no tenías ganas"
"31/1/24,",18:29:58,Alana Ironhack,Jajaja
"31/1/24,",21:11:42,Alana Ironhack,La competi de los cojones ya la odio
"31/1/24,",21:11:54,Sil🐨,JAJAJAJAJAJ
"31/1/24,",21:11:57,Alana Ironhack,Esq aún no llega y ya la estoy odiando
"1/2/24,",16:20:21,Sil🐨,chicas habeis hecho el lab de data cleaning?
"1/2/24,",16:20:28,Sil🐨,no entiendo bien que hay que hacer
"1/2/24,",16:20:56,Sil🐨,solo veo que hay que limpiarlo... hay algo de referencia ?
"1/2/24,",16:21:34,~ Teresa,"Solo tienes que limpiarlo, eso es"
"1/2/24,",16:21:52,~ Teresa,Te dan un dataset donde han introducido algunos errores
"1/2/24,",16:22:07,Sil🐨,solo veo mal las clases
"1/2/24,",16:22:36,~ Teresa,Los errores son que hay 5 missing values en una columna y que la columna de clase Iris-setossa a veces está escrito solo como setosa o algo así
"1/2/24,",16:23:28,~ Teresa,"Lo único que tienes que hacer es eliminar las filas con errores, modificar esa columna de clase para que no haya nombres raros y luego yo le aplique un one hot enconeing para el modelo"
"1/2/24,",16:23:49,~ Teresa,Y después descargarlo en un csv ya limpio
"1/2/24,",16:24:35,Sil🐨,valee perfe
"1/2/24,",16:24:54,Sil🐨,esq el enunciado no ayuda mucho la verdad
"1/2/24,",16:31:17,Sil🐨,tia no me reconoce el sklearn
"1/2/24,",16:31:45,~ Teresa,Chatgpt en serio
"1/2/24,",16:31:46,Sil🐨,el sabado le voy a preguntar a victor que si hay algun problema
"1/2/24,",16:31:58,Sil🐨,porque ya me parece raro
"1/2/24,",16:32:02,~ Teresa,Es que tb leí algo de que si no tenías conda actualizado
"1/2/24,",16:32:06,Sil🐨,numpy y pandas ya si
"1/2/24,",16:32:16,~ Teresa,A mi me apareció algo de actualizarlo y le dije que no
"1/2/24,",16:32:22,~ Teresa,No se si está ligado
"1/2/24,",16:32:50,Sil🐨,que yo sepa nose si esta actualizado
"1/2/24,",16:32:57,Sil🐨,puede ser por eso
"1/2/24,",16:33:04,Sil🐨,pero ya por saber que puede ser
"1/2/24,",16:36:30,Alana Ironhack,Holiii
"1/2/24,",16:37:15,Sil🐨,holii
"1/2/24,",16:37:24,Alana Ironhack,No yo me pondré hoy más tarde
"1/2/24,",16:37:33,Alana Ironhack,Pero terminaré el otro primero jajaj
"1/2/24,",16:38:00,Sil🐨,@34675233007 tu como lo instalaste ?
"1/2/24,",16:38:23,Sil🐨,valee capi
"1/2/24,",16:38:50,Alana Ironhack,Esq hace rato me puse con las tablas de el proyecto final
"1/2/24,",16:38:57,Alana Ironhack,Y ya se me fue el tiempo
"1/2/24,",16:54:20,~ Teresa,Creo que fue algo así como !pip install sky learn pero no recuerdo si había algo más
"1/2/24,",16:54:33,~ Teresa,O sea lo termine instalando desde Jupyter
"1/2/24,",16:54:42,~ Teresa,Eres una valiente
"1/2/24,",16:59:44,Sil🐨,Valee voy a probar porque todo lo que me dice chatgpt hoy no quiere
"1/2/24,",17:00:32,~ Teresa,Espera que acabo de caer que lo tengo en GitHub
"1/2/24,",17:00:35,~ Teresa,Te lo miro
"1/2/24,",17:01:14,Sil🐨,lo consegui
"1/2/24,",17:01:18,Sil🐨,!pip install scikit-learn
"1/2/24,",17:01:21,Sil🐨,con esto
"1/2/24,",17:01:32,Sil🐨,lo meti derectamente
"1/2/24,",17:01:45,~ Teresa,Justo
"1/2/24,",17:01:52,~ Teresa,A capón
"1/2/24,",17:02:54,Sil🐨,que mierda de verdad
"1/2/24,",17:09:57,Sil🐨,tere y con los nulos
"1/2/24,",17:10:10,Sil🐨,has eliminado la columna entera o solo ese 5 null
"1/2/24,",17:10:12,Sil🐨,?
"1/2/24,",17:10:36,~ Teresa,Loca la columna entera por qué? 😂
"1/2/24,",17:11:01,Sil🐨,por eso digo seria borrar mucho
"1/2/24,",17:11:02,Sil🐨,jajjajajja
"1/2/24,",17:11:07,~ Teresa,"Mi reflexión fue como: tienes 145 registros y 5 nulos, mejor eliminar las filas de esos 5 y a la mierda"
"1/2/24,",17:12:15,Sil🐨,un dropna entonces
"1/2/24,",17:12:29,Sil🐨,tiene mas sentido lo tuyo
"2/2/24,",18:52:56,Alana Ironhack,Así estoy con los labs
"2/2/24,",18:53:01,Alana Ironhack,No quiero hacerlos jaja
"2/2/24,",18:53:19,Sil🐨,JAJAJAJAJA yo estoy igual hoy
"2/2/24,",18:53:29,Alana Ironhack,Yo estoy en el trabajo
"2/2/24,",18:53:47,Alana Ironhack,"Xq hoy llegué a las 12, tenía q hacer un trámite por la mañana y llegué más tarde"
"2/2/24,",19:34:13,Alana Ironhack,según yo iba a llegar a hacer labs y la vdd no
"2/2/24,",19:52:16,Sil🐨,Yo según yo también
"2/2/24,",20:04:26,Sil🐨,Cucaracha panza arriba
"2/2/24,",20:04:32,Sil🐨,JAJAJAJAJA
"2/2/24,",22:08:10,Alana Ironhack,Jajaja tal cual
"2/2/24,",22:08:16,Alana Ironhack,Quiero ver la carita mañana
"5/2/24,",10:39:39,Alana Ironhack,Capibaras cómo están ?
"5/2/24,",10:40:29,Alana Ironhack,Ayer estuvimos muy calladitas no nos manifestamos para nada
"5/2/24,",10:40:36,Alana Ironhack,Están bien ??? Están vivas ???
"5/2/24,",11:49:33,~ Teresa,"Ayer fue el día del señor, es decir, día de no hacer nada 😂"
"5/2/24,",11:49:53,~ Teresa,Bueno creo que envíe el workshop únicamente
